20000 100000
222 14958 3151
223 15700 641
224 3281 9611
225 11546 2731
226 4766 81
227 11587 5451
228 18542 7221
229 16310 4501
230 11996 7521
231 9533 8931
232 16876 6061
233 2486 6471
234 19270 2181
235 16747 6461
236 2057 6751
237 18188 3131
238 19363 6751
239 5267 9281
240 9163 3341
241 1996 6721
242 2361 5631
243 8338 7751
244 4510 3511
245 19006 8901
246 9808 9301
247 15365 6551
248 16063 9891
249 4545 2101
250 4055 8121
251 4894 2741
252 5024 4551
253 17535 2961
254 6006 8621
255 78 871
256 14286 1081
257 10420 3021
258 19465 8121
259 16073 1091
260 14471 1171
261 7647 4011
262 5288 5541
263 13824 9261
264 13259 5001
265 9622 8071
266 13553 9451
267 19694 211
268 18683 7511
269 4121 5111
270 6932 6121
271 15382 8141
272 12137 4871
273 12087 2601
274 13479 3601
275 7597 151
276 11752 8061
277 19780 5261
278 12047 9751
279 11923 1971
280 11886 3071
281 14232 4551
282 18512 4951
283 10343 7041
284 9402 9441
285 3949 761
286 6030 2721
287 6869 2711
288 12449 1801
289 11833 2491
290 17526 3811
291 10730 9971
292 12447 1131
293 12250 1221
294 13599 2021
295 1576 5351
296 4984 5251
297 9230 931
298 4078 2341
299 16144 6381
300 10316 431
301 17718 5331
302 16404 4591
303 848 4381
304 9187 8481
305 14859 7781
306 19056 8311
307 19737 851
308 14665 6411
309 13249 1351
310 3223 6881
311 12279 6251
312 5691 7811
313 13114 9141
314 10913 1731
315 430 2471
316 13063 8081
317 15375 7351
318 2727 9711
319 9422 2811
320 13537 7871
321 2535 6191
322 3470 9251
323 11749 5631
324 12760 1541
325 19367 6121
326 8830 3591
327 8785 711
328 2735 241
329 10326 9441
330 1307 1571
331 9489 9271
332 4526 1321
333 15667 9881
334 8612 9341
335 10661 1781
336 11893 8671
337 13199 5091
338 2725 8521
339 8196 9631
340 16576 771
341 17645 9671
342 2824 9011
343 13778 9431
344 925 5931
345 14549 8711
346 10289 7131
347 16493 1501
348 8568 6601
349 10689 4451
350 8971 2221
351 13783 5931
352 8845 7231
353 7954 1061
354 8950 7461
355 1223 2911
356 15682 2471
357 12622 5011
358 16967 2851
359 15551 5771
360 6631 5271
361 17009 1231
362 1742 1361
363 10422 8311
364 12772 6701
365 15440 7471
366 7379 1041
367 9325 9941
368 15171 1891
369 1477 1921
370 13061 9041
371 5125 5211
372 8608 9121
373 18389 1661
374 2238 5571
375 681 6201
376 18283 1301
377 19781 1991
378 9517 8461
379 9991 9341
380 180 1961
381 2365 9111
382 18438 1571
383 4321 311
384 821 9931
385 17813 1261
386 8371 2611
387 12767 3251
388 17091 9871
389 15639 5821
390 13703 8631
391 11702 3271
392 1850 7851
393 14081 2461
394 3544 9701
395 2572 3361
396 6027 4051
397 916 4771
398 15141 4191
399 2479 9541
400 12907 6881
401 11177 5511
402 19207 1051
403 17013 591
404 5303 5491
405 13717 3061
406 372 7371
407 9787 1141
408 11333 161
409 3575 8911
410 949 1971
411 8125 9331
412 19486 2261
413 2095 8951
414 1233 8021
415 9352 2901
416 18692 8461
417 11758 3461
418 14520 451
419 17148 11
420 4098 5941
421 17671 3441
422 65 6301
423 2418 3511
424 14254 8011
425 12673 3161
426 2162 8671
427 8120 41
428 10400 2181
429 8007 1711
430 8575 7431
431 2519 7661
432 13576 4951
433 16515 8311
434 6501 2381
435 10309 8331
436 246 321
437 302 9211
438 19276 6941
439 16064 4111
440 2141 1391
441 19836 5911
442 12035 3171
443 19465 8201
444 1025 7071
445 6415 7541
446 19509 1151
447 6760 4761
448 14088 8071
449 4983 2201
450 14190 8521
451 7907 3791
452 10671 9411
453 19219 4981
454 18037 8131
455 13857 9691
456 6017 8601
457 15871 2511
458 5954 4761
459 13430 5021
460 2764 1511
461 10283 6811
462 14221 3841
463 14228 3131
464 15870 351
465 70 3261
466 12095 7881
467 17052 5891
468 1692 711
469 18883 351
470 19776 8851
471 18268 5491
472 16892 6891
473 7236 1251
474 950 7121
475 19574 1381
476 17909 7731
477 2334 9681
478 3101 151
479 9629 6321
480 16669 7061
481 13858 5141
482 3801 6511
483 6983 7741
484 13258 5881
485 17662 5121
486 6187 3551
487 18780 3221
488 11247 5621
489 4339 4171
490 11817 9211
491 14671 1341
492 6379 4371
493 4595 2481
494 4110 1281
495 396 1801
496 4323 531
497 18405 9081
498 586 9681
499 491 921
500 8190 801
501 19884 6941
502 17090 9991
503 4570 1541
504 1522 1841
505 14839 321
506 12218 8771
507 16634 8351
508 17454 7681
509 12954 6711
510 5142 4091
511 11864 2671
512 9748 7111
513 1547 8411
514 5031 6591
515 10343 2851
516 6415 8071
517 12881 1441
518 15293 9511
519 2177 9031
520 11610 8501
521 1948 1591
522 808 8261
523 3443 3741
524 6519 5351
525 16703 341
526 11386 2661
527 7447 1881
528 4932 6471
529 7695 5631
530 19638 7541
531 712 6601
532 4208 2031
533 9046 4971
534 16458 9911
535 18182 9701
536 17338 5021
537 7727 961
538 12336 3271
539 17070 7921
540 16798 2731
541 3096 1841
542 17693 2321
543 13815 8961
544 5916 3581
545 3640 1931
546 437 3671
547 13601 3291
548 18429 6231
549 12882 9691
550 3962 741
551 6887 901
552 11959 471
553 1395 3331
554 13770 3521
555 12403 3941
556 6096 1601
557 6897 6511
558 5934 6291
559 11066 9241
560 788 3001
561 9350 9211
562 15607 9131
563 266 6911
564 15759 3491
565 13049 1291
566 8765 1141
567 2983 3881
568 16643 9151
569 12622 8781
570 5400 6251
571 11175 3571
572 18532 1431
573 4929 5451
574 7368 4701
575 7905 5601
576 2667 5841
577 13774 4671
578 9082 5771
579 17646 1701
580 6943 8361
581 19421 9121
582 14264 121
583 19231 6721
584 15957 8811
585 9835 8371
586 6958 2241
587 887 5971
588 1284 3131
589 15627 6951
590 10003 6181
591 1819 2711
592 7696 9101
593 15641 7831
594 9168 351
595 9787 1991
596 6025 2191
597 5133 8881
598 6167 9461
599 9138 9821
600 18363 1181
601 3514 2441
602 8730 4181
603 18735 8731
604 6321 5331
605 3589 421
606 10958 1941
607 4252 3691
608 18025 7571
609 9260 51
610 2158 4271
611 14267 4541
612 14585 581
613 13633 7791
614 7349 8941
615 14630 3881
616 1700 5201
617 14499 1401
618 7665 7661
619 538 1511
620 17145 3121
621 9125 2771
622 13830 2341
623 10783 9421
624 9804 8221
625 15323 6601
626 10938 5691
627 13624 3421
628 10980 3421
629 10731 2231
630 17718 4251
631 18731 361
632 3674 2591
633 7284 9001
634 8494 4631
635 14657 2121
636 530 9331
637 2810 7401
638 11054 5951
639 16298 221
640 6167 7081
641 16705 1171
642 18611 4291
643 11779 7351
644 4584 7411
645 1652 7911
646 19077 7251
647 3235 4501
648 17345 6021
649 8324 8161
650 9842 9311
651 930 5141
652 3256 8261
653 5030 5531
654 11269 1131
655 15169 101
656 15225 8601
657 19263 2961
658 17101 8451
659 15463 9551
660 15021 1031
661 13086 2581
662 4989 8801
663 11385 771
664 11620 9731
665 9330 9221
666 15337 6651
667 14589 3031
668 13851 1971
669 10542 171
670 11677 91
671 6429 3471
672 13049 7591
673 17641 6161
674 771 4941
675 644 111
676 16407 2101
677 239 1111
678 15640 4141
679 15548 831
680 16734 2681
681 15576 751
682 9728 3291
683 15193 9711
684 9328 9021
685 18013 2541
686 15412 5511
687 3948 4391
688 11663 3551
689 6064 2051
690 5035 1141
691 3951 811
692 6587 7751
693 18884 3271
694 17699 621
695 9889 4051
696 14744 4141
697 19193 2851
698 19999 1001
699 548 6681
700 6925 5751
701 4583 931
702 13898 9531
703 11605 8281
704 12029 7601
705 14147 3491
706 9970 9701
707 19101 2511
708 1373 6961
709 2408 3781
710 9188 8091
711 8049 471
712 15017 1891
713 17476 2931
714 1475 2631
715 5637 1621
716 839 11
717 5404 2211
718 14215 5411
719 3471 6151
720 2038 1821
721 7689 2001
722 8933 5761
723 18323 5001
724 13785 5521
725 3870 5061
726 9338 1711
727 5821 6271
728 14714 2811
729 16180 3991
730 8945 541
731 6543 9491
732 3970 7451
733 18200 5631
734 11464 1531
735 8979 1351
736 19496 1161
737 14477 7291
738 2170 6651
739 18787 9311
740 18285 3611
741 3046 2361
742 13457 7261
743 8822 1761
744 4282 6021
745 17823 5431
746 12769 7581
747 9378 6141
748 14653 261
749 12813 9331
750 6126 8021
751 3103 8781
752 112 7841
753 15086 9261
754 15433 4091
755 14026 2631
756 18 5761
757 18481 1431
758 12791 8961
759 5174 1851
760 17941 8541
761 14989 6341
762 19992 501
763 4205 4421
764 8403 8431
765 5755 9231
766 6427 5791
767 1530 6611
768 10490 8201
769 18680 2621
770 3591 8861
771 10365 5611
772 9051 3381
773 4543 8681
774 19388 9801
775 3177 9041
776 9174 3401
777 8622 1291
778 458 5921
779 3966 2751
780 14647 3541
781 19760 421
782 15704 8111
783 840 531
784 6112 2111
785 3814 3871
786 19241 8031
787 8344 2241
788 19609 9741
789 13467 3881
790 15963 4371
791 13984 8901
792 11211 261
793 11336 8591
794 17925 8791
795 8406 6261
796 18467 4961
797 8331 1091
798 4764 4711
799 3679 461
800 14331 4831
801 4231 861
802 6329 4641
803 9146 2181
804 14313 7541
805 2415 5261
806 10757 4171
807 19279 8021
808 2524 8591
809 15707 1131
810 6177 3291
811 13002 391
812 7335 8671
813 5296 8981
814 9250 8321
815 8937 9811
816 2356 1441
817 19668 4831
818 18754 9911
819 6023 5661
820 13422 8851
821 5516 7261
822 17405 5431
823 3950 4511
824 17307 3291
825 7579 9651
826 10134 6331
827 2885 6971
828 2855 8491
829 19354 231
830 12004 3761
831 6922 7151
832 10243 3661
833 11652 4951
834 3988 7921
835 718 781
836 9068 7661
837 10929 621
838 19798 9441
839 13768 1001
840 972 2781
841 4364 8511
842 11972 3471
843 11770 2841
844 17496 9851
845 13630 871
846 10429 9511
847 19536 501
848 8879 9311
849 4304 5371
850 11687 2811
851 4896 3401
852 4494 4911
853 2881 5091
854 1942 5391
855 18061 81
856 10633 9701
857 18342 4011
858 2229 7361
859 5878 961
860 16337 6041
861 10222 651
862 8854 1751
863 5450 4021
864 2977 4121
865 10137 4731
866 7303 8491
867 6567 9471
868 18295 5931
869 8728 4581
870 2827 5641
871 17390 2291
872 595 4001
873 4962 5191
874 15924 8721
875 12862 3991
876 3797 6961
877 19754 9561
878 15896 1021
879 10284 7271
880 19057 6171
881 861 8261
882 10698 831
883 1510 9891
884 13654 521
885 11001 4841
886 16289 3611
887 16223 6611
888 12842 8601
889 16142 7071
890 13669 9751
891 15736 421
892 15381 411
893 15926 6661
894 6823 1171
895 1776 6901
896 18439 2751
897 3180 2261
898 19760 2361
899 9703 7891
900 12580 5421
901 4458 3601
902 15871 4031
903 615 3431
904 12527 7511
905 18571 6501
906 7779 101
907 11798 3171
908 14414 5851
909 15065 1521
910 10918 1041
911 9965 901
912 15231 9751
913 19593 1181
914 19013 9451
915 16746 8831
916 15150 9331
917 18133 3281
918 4687 5831
919 881 51
920 8458 6471
921 17010 401
922 13390 5301
923 16556 651
924 13782 601
925 678 8161
926 3844 8471
927 12359 5341
928 19314 3551
929 14197 7131
930 13230 2051
931 288 2621
932 3741 441
933 2389 6091
934 10287 7421
935 19270 8591
936 18589 6091
937 2593 6601
938 4566 7741
939 12655 441
940 2667 8691
941 12997 1451
942 5005 6891
943 4120 3571
944 4333 5381
945 3486 1961
946 6049 5841
947 1450 8511
948 12274 6401
949 968 1761
950 4520 4521
951 2645 6571
952 504 7461
953 6124 7091
954 15422 71
955 3802 5331
956 18286 2051
957 3535 6011
958 19907 4411
959 13231 7971
960 687 8251
961 12152 1751
962 3585 6941
963 1256 2481
964 451 6861
965 8043 7681
966 8393 501
967 157 9791
968 6910 321
969 16383 3831
970 6227 1201
971 13691 1951
972 2633 4281
973 14636 7641
974 7528 5351
975 676 4181
976 13513 6281
977 13887 3921
978 3043 9131
979 2054 7091
980 12990 8461
981 10265 1561
982 1942 9171
983 5917 7901
984 6122 3681
985 3423 7051
986 14524 4691
987 9931 1881
988 4213 6951
989 4024 7261
990 12676 4351
991 5617 7811
992 5677 6641
993 17183 6701
994 6330 3521
995 13943 3821
996 3866 2371
997 13818 6601
998 19089 141
999 6680 2291
1000 7555 8951
1001 6875 6011
1002 11239 9761
1003 12970 5211
1004 4782 8321
1005 14355 7281
1006 3352 2931
1007 15568 3681
1008 5761 3891
1009 16131 1211
1010 18672 761
1011 6202 7931
1012 5552 4261
1013 16469 9171
1014 7507 6621
1015 14513 6641
1016 12206 5571
1017 9242 2321
1018 1800 4671
1019 10020 6711
1020 11085 4611
1021 7768 541
1022 13116 8561
1023 1568 7551
1024 1052 6901
1025 6224 6001
1026 12224 5751
1027 3709 5841
1028 3250 6841
1029 4615 8931
1030 13483 5721
1031 4474 9851
1032 8148 9171
1033 14208 5721
1034 12242 2721
1035 13986 4401
1036 11593 3771
1037 5433 1751
1038 8451 6241
1039 18364 361
1040 15532 8211
1041 5160 4081
1042 14684 4801
1043 8374 4931
1044 14136 4861
1045 15339 1591
1046 11784 1331
1047 17289 1561
1048 11018 2161
1049 9932 2391
1050 329 691
1051 7389 631
1052 18246 1721
1053 12106 1341
1054 1122 2561
1055 9579 4911
1056 12862 5901
1057 18636 2471
1058 2906 5371
1059 5562 5941
1060 11595 2621
1061 3458 3961
1062 516 9401
1063 7025 81
1064 9500 6931
1065 17351 5691
1066 11661 9751
1067 11291 5721
1068 13186 1141
1069 5680 1961
1070 5543 2271
1071 17893 5171
1072 4373 8031
1073 11155 4231
1074 1515 8221
1075 15516 7791
1076 14462 3971
1077 13573 1691
1078 992 5771
1079 13767 2921
1080 15820 1411
1081 3483 9521
1082 791 8961
1083 19224 4051
1084 496 2701
1085 11728 7311
1086 1138 7381
1087 216 7921
1088 2056 9481
1089 1823 3001
1090 6520 2171
1091 9786 4971
1092 1254 4831
1093 17124 9451
1094 2589 6491
1095 1295 9731
1096 1229 7271
1097 19726 4041
1098 17334 1171
1099 16115 2661
1100 2941 8821
1101 3065 3641
1102 19708 8711
1103 7867 7051
1104 16547 1351
1105 5155 71
1106 13924 1251
1107 12656 7351
1108 9418 8211
1109 14435 3511
1110 12619 651
1111 19759 7791
1112 16495 501
1113 5157 4021
1114 17086 1491
1115 2208 2371
1116 3705 9951
1117 4289 3601
1118 17788 9951
1119 11744 231
1120 117 2831
1121 16867 3891
1122 13341 4381
1123 7566 2591
1124 19559 1711
1125 1767 7001
1126 11185 5711
1127 13353 11
1128 17389 4601
1129 14835 9611
1130 18133 8261
1131 1996 1361
1132 13128 3341
1133 1339 2681
1134 14017 4261
1135 12507 8201
1136 14659 5611
1137 4686 2111
1138 6608 7651
1139 8539 921
1140 4687 7501
1141 3373 7531
1142 11049 5291
1143 12992 5351
1144 15174 6171
1145 13103 9611
1146 1967 6441
1147 18141 1281
1148 447 4261
1149 16041 8141
1150 11496 3331
1151 15748 6451
1152 4678 741
1153 4145 6141
1154 11399 8911
1155 16609 2561
1156 4449 4901
1157 8542 7341
1158 2494 9541
1159 13991 1891
1160 12094 3061
1161 11885 7291
1162 19594 3601
1163 10403 5861
1164 10530 9781
1165 5661 411
1166 5154 8941
1167 12169 9451
1168 15279 8031
1169 19385 8191
1170 9835 5051
1171 1244 7541
1172 4371 5311
1173 13653 6021
1174 3187 7911
1175 18735 2201
1176 1860 5021
1177 13990 8681
1178 2657 8371
1179 19565 2031
1180 5620 5031
1181 7455 6991
1182 14112 7071
1183 2758 7421
1184 15152 7931
1185 8957 791
1186 2102 1671
1187 6774 8071
1188 95 9781
1189 9228 5631
1190 13042 4521
1191 4358 1431
1192 15142 6791
1193 1411 3341
1194 19538 1361
1195 16359 3481
1196 12067 1971
1197 8222 8921
1198 19044 4421
1199 8966 5521
1200 4567 5931
1201 16623 8851
1202 5062 5271
1203 3813 3361
1204 6617 8991
1205 11978 8371
1206 14084 5941
1207 15419 7701
1208 10054 3811
1209 8627 7661
1210 16481 8641
1211 15392 6801
1212 12073 641
1213 18849 9631
1214 4542 7521
1215 7879 5581
1216 8355 9411
1217 7154 4211
1218 15866 7951
1219 5692 7031
1220 12525 5761
1221 1857 6771
1222 15311 1541
1223 1577 5111
1224 7643 261
1225 903 661
1226 3697 7631
1227 14070 81
1228 423 2891
1229 13870 6391
1230 6476 4291
1231 12397 351
1232 13901 7051
1233 7133 2641
1234 568 4601
1235 9876 6911
1236 19240 81
1237 4114 6351
1238 2561 6321
1239 268 9231
1240 12378 9791
1241 17591 2271
1242 6485 5641
1243 16527 3991
1244 6229 8721
1245 16010 4251
1246 4364 8131
1247 16409 221
1248 14131 701
1249 10757 3421
1250 7737 2631
1251 4397 7411
1252 5249 6601
1253 16339 751
1254 13368 6201
1255 4378 5081
1256 17638 8581
1257 430 4131
1258 1340 711
1259 2547 5401
1260 19667 4941
1261 5737 2411
1262 18728 4441
1263 4969 2451
1264 15499 9811
1265 10633 1371
1266 7071 4141
1267 19274 4391
1268 15349 4641
1269 517 9451
1270 16835 5871
1271 14921 7571
1272 16202 1011
1273 6849 2891
1274 17067 5151
1275 1493 3501
1276 3714 6521
1277 15817 3141
1278 13462 9761
1279 9470 2861
1280 10978 8241
1281 13586 1401
1282 13013 601
1283 2944 2511
1284 14881 721
1285 81 7901
1286 18487 9081
1287 18715 4531
1288 15732 7801
1289 8266 5951
1290 897 1441
1291 11231 8371
1292 10885 261
1293 10861 3231
1294 3192 3301
1295 7823 131
1296 18046 3701
1297 1452 5521
1298 13359 91
1299 3685 5061
1300 8973 3551
1301 1957 211
1302 10143 1521
1303 11057 2151
1304 19268 6631
1305 13389 9831
1306 9598 661
1307 2058 2101
1308 4977 1151
1309 11875 7891
1310 5644 1021
1311 9630 2481
1312 1675 9621
1313 16885 2411
1314 2875 6981
1315 16042 6341
1316 6771 1541
1317 3619 4291
1318 4775 6081
1319 3397 2981
1320 10712 5271
1321 16515 891
1322 5586 3501
1323 5622 2401
1324 7799 1051
1325 5813 7161
1326 19002 2201
1327 6361 6911
1328 2318 9541
1329 14153 9461
1330 1910 4101
1331 12251 6481
1332 10685 2821
1333 5141 9521
1334 16371 691
1335 16018 6411
1336 5317 7221
1337 10835 8661
1338 18045 3651
1339 8856 8701
1340 10919 9971
1341 128 4821
1342 4274 8541
1343 6528 921
1344 8900 3961
1345 14945 7301
1346 9 7481
1347 18670 8851
1348 10622 7741
1349 6241 6941
1350 4799 8691
1351 15709 1611
1352 5176 9881
1353 6733 1641
1354 9033 3751
1355 12897 731
1356 12394 9861
1357 2321 9821
1358 12654 5681
1359 15866 6751
1360 16805 9791
1361 9163 6831
1362 4524 3531
1363 17199 9851
1364 3228 3891
1365 8340 1891
1366 5671 1581
1367 18441 3081
1368 19710 5101
1369 15083 5541
1370 4602 3891
1371 17016 9671
1372 18515 831
1373 4493 191
1374 17888 7321
1375 2500 8121
1376 10863 2181
1377 730 8811
1378 14230 8721
1379 11709 1311
1380 16122 3611
1381 1609 9211
1382 5207 4381
1383 17041 8541
1384 11156 2421
1385 15557 4141
1386 10904 2501
1387 7541 1711
1388 10542 9931
1389 12896 9471
1390 13634 1781
1391 7131 9421
1392 13341 8911
1393 18390 5821
1394 17938 1811
1395 19469 5321
1396 17137 3991
1397 17016 851
1398 94 3461
1399 13874 9501
1400 5056 4621
1401 9918 2501
1402 15311 9821
1403 11785 4181
1404 16443 2431
1405 2482 5601
1406 15827 1031
1407 18203 7481
1408 16927 7311
1409 11504 6901
1410 18108 8521
1411 7567 1591
1412 8561 9371
1413 3386 6091
1414 2356 6831
1415 18509 4171
1416 5744 5901
1417 328 2841
1418 12525 3851
1419 16970 4141
1420 7630 5511
1421 16457 2341
1422 10043 2351
1423 12085 5771
1424 2723 3611
1425 10857 4491
1426 19461 8721
1427 14339 7311
1428 6369 6381
1429 9443 4181
1430 9212 7011
1431 10406 2971
1432 16837 2511
1433 12643 2771
1434 15689 8801
1435 14153 9481
1436 703 4611
1437 10827 3221
1438 3859 2311
1439 18241 1151
1440 3232 4841
1441 14452 4051
1442 2595 6191
1443 15796 9481
1444 4466 1431
1445 10865 9511
1446 17939 6301
1447 6583 6481
1448 6719 5841
1449 4717 6081
1450 12506 6011
1451 7155 2551
1452 4182 2131
1453 3954 7911
1454 4221 3401
1455 9413 3071
1456 10343 3211
1457 18319 6071
1458 2594 731
1459 17048 9811
1460 3923 731
1461 2333 9261
1462 5739 4631
1463 14295 5981
1464 19032 8141
1465 19702 6081
1466 6349 7441
1467 6480 6221
1468 10248 8701
1469 11104 1171
1470 19804 3091
1471 16790 5341
1472 8323 2991
1473 12308 591
1474 12645 2921
1475 8728 2011
1476 7217 2781
1477 14585 3621
1478 14602 9891
1479 8709 6351
1480 8166 571
1481 4348 1331
1482 2373 1591
1483 8249 2541
1484 11483 6941
1485 3996 4251
1486 8374 5381
1487 10187 321
1488 11805 9931
1489 895 4291
1490 12653 1291
1491 8422 1701
1492 17468 3401
1493 16463 8391
1494 1165 741
1495 15584 1611
1496 19742 3891
1497 12306 3991
1498 18630 1941
1499 18118 3781
1500 2606 7751
1501 15358 8801
1502 9157 4911
1503 3221 5661
1504 8774 3071
1505 8979 9981
1506 2846 2021
1507 7091 8741
1508 2677 3231
1509 1965 181
1510 11579 1921
1511 18939 2871
1512 16107 1571
1513 12426 561
1514 2184 7921
1515 209 6071
1516 7210 9031
1517 8473 3321
1518 196 3501
1519 3485 3541
1520 8556 9211
1521 12686 8691
1522 2399 1141
1523 500 2071
1524 4967 7751
1525 2298 4081
1526 1372 2111
1527 13734 8801
1528 6816 5431
1529 2059 5201
1530 10220 8341
1531 11036 5541
1532 9504 6951
1533 11733 2021
1534 717 9241
1535 7727 2401
1536 14810 9741
1537 15170 4171
1538 13038 9241
1539 5641 7091
1540 14816 9781
1541 2925 3801
1542 310 4191
1543 3548 8631
1544 4124 3781
1545 5359 5521
1546 16162 7361
1547 18427 6821
1548 11050 9721
1549 18185 6281
1550 18495 8051
1551 2022 1131
1552 3510 31
1553 7408 9941
1554 7660 8651
1555 2159 5501
1556 10302 4481
1557 5618 4361
1558 2263 8141
1559 3248 7641
1560 3474 2051
1561 16581 861
1562 781 2911
1563 5450 4251
1564 12497 3851
1565 10088 8561
1566 2210 7761
1567 6950 5851
1568 5938 1351
1569 14008 8851
1570 3943 3131
1571 18780 7651
1572 1335 6881
1573 15508 7271
1574 68 6301
1575 6669 5091
1576 8984 5911
1577 8385 3081
1578 8313 7641
1579 19345 5421
1580 327 2901
1581 8460 8811
1582 18819 4691
1583 7770 9111
1584 16670 5201
1585 4007 5111
1586 2958 101
1587 4736 7421
1588 18900 1881
1589 13139 8151
1590 5389 1231
1591 19290 4751
1592 3935 6931
1593 5133 9861
1594 7571 2391
1595 5442 7301
1596 18588 8741
1597 7631 3371
1598 15913 2711
1599 9600 1631
1600 6566 261
1601 6671 8821
1602 12786 5301
1603 6188 9511
1604 9293 6781
1605 11513 6911
1606 13585 5991
1607 15909 7831
1608 6262 721
1609 1195 491
1610 18057 2121
1611 6091 4841
1612 5632 5311
1613 14789 6431
1614 9083 4801
1615 17586 6511
1616 757 1701
1617 12295 3041
1618 17129 21
1619 7656 9381
1620 13357 6241
1621 18144 471
1622 13570 7011
1623 3317 8521
1624 9039 7521
1625 4245 4171
1626 1076 4361
1627 4587 2061
1628 15856 4891
1629 14537 3871
1630 14281 7161
1631 2085 5991
1632 1632 3121
1633 18007 3281
1634 8924 781
1635 18442 5541
1636 10728 9841
1637 2111 7841
1638 2677 9401
1639 7979 1901
1640 5969 5381
1641 3562 771
1642 15850 161
1643 14097 5671
1644 6440 6871
1645 18440 9781
1646 5187 5761
1647 8835 641
1648 16831 951
1649 18566 9611
1650 8956 1501
1651 4056 4401
1652 9063 2061
1653 6103 7861
1654 6522 4751
1655 8702 4471
1656 1873 5781
1657 3336 4151
1658 629 7531
1659 11581 1161
1660 9082 8961
1661 19578 5281
1662 15570 5391
1663 14135 1111
1664 12227 1251
1665 2164 1141
1666 9470 8261
1667 2645 7701
1668 18287 4821
1669 3476 9301
1670 3867 1461
1671 14318 7111
1672 8177 1771
1673 961 7951
1674 18807 7391
1675 16724 1431
1676 6740 1011
1677 12093 9981
1678 6650 1271
1679 5018 2381
1680 9920 9181
1681 11226 3091
1682 2786 6461
1683 6412 2251
1684 9826 2451
1685 299 3601
1686 16482 7591
1687 6357 561
1688 3399 8571
1689 10344 3871
1690 10036 2021
1691 15860 7841
1692 15370 1221
1693 15745 5911
1694 19463 3101
